Q7,Q6
Somewhat easy,"the word ""studies"" is often used with different meanings - e.g. sometimes is number of articles, but sometimes experiments or even effect sizes, which makes it tricky. Maybe clarify what you mean by ""studies""?"
Extremely easy,NA
Extremely easy,NA
Extremely easy,NA
Extremely easy,NA
Extremely easy,NA
Extremely easy,NA
Extremely easy,Potentially this should also include a reference list of the included studies in the Supplementary material as it is useful to know which studies as well as how many
Extremely easy,NA
Somewhat easy,NA
Somewhat easy,NA
Extremely easy,"In my opinion, it's not a very discriminative question. For reproducibility, what is important, in my view, is the list of rejected studies along with the criteria"
Somewhat easy,NA
Extremely easy,NA
Somewhat easy,NA
Extremely easy,NA
Extremely easy,NA
Extremely easy,NA
Extremely easy,NA
Extremely easy,NA
Extremely easy,NA
Extremely easy,This is generally reported in a PRISMA diagram
